"","X082B","X005B","X009B","X053B","X103B","X052B","X037B","X056B","X020B","X100B","X104B","X087B","X001B","X110B","X108B","X107B","X109B","X112B","X035B","X067B","X128B","X045B","X070B","X019B","X014B","X025B","X169B","X040B","X105B","X028B","X144B","X172B","X003B","X038B","X049B","X170B","X026B","X017B","X004B","X072B","X088B","X093B","X126B","X101B","X187B","X509A","X061B","X078B","X041B","X178B","X012B","X140B","X179B","X150B","X147B","X027B","X176B","X013B","X507A","X016B","X089B","X099B","X186B","X068B","X069B","X030B","X503A","X064B","X148B","X505A","X174B","X142B"
"Otu18",110,0,0,0.97,0.37,0,0.03,0.02,135,0.37,47,0.99,288,124,0.01,0.01,1.1,1.23,0.2,0.04,0.06,3.05,35.17,0,0.66,156,650,2,14.55,0.19,0,188.88,0.01,822,0,0.03,0,0.64,1.86,0,0.01,5.16,0.01,0.01,0.01,0,8,0.3,17,0.07,0.91,241,0,72.09,0.02,0.03,0,0.01,0,70.56,0.02,1346,91,0,5.06,0.01,3.2,0.07,0.01,0,0.08,0
"Otu893",1,0.01,1,0.02,1,0.01,1,0.03,0.02,0,0,0.01,0.14,3,0,0.01,1,3,3,0,0,0,0,0.01,0,0.01,0,0.01,0,0.03,0,0.19,0.06,1.02,0,0.03,2,0.42,0,0,0,0,0,0,0,0.01,0.25,0.02,0.03,0,0,0,0.05,3,0,0,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0
"Otu611",0.01,0,3,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0,0,0,0,0,0,0,0.05,0,3,0,0,2,1.18,0,0,1,0.14,0,0,5,2,1,5.77,1,1.35,0
"Otu19",1.5,369.41,11,1,73,21.58,18.56,14,25,133,20.99,15,41,60,27,4,819.38,32,380,11,0.53,5,61,66,340,65.29,21,22,98,21,447,191,93,1429.66,122,10.28,40,373,1128.21,6,147,174,5.27,1213,1266.37,281.5,51,288.89,53,38,80,167,381,254,520,53,268,1121,0.1,471.38,42.2,1377,51,78.15,891,415.97,427,98.29,28,778,1296,22.49
"Otu302",4,2,0.13,3,1.01,0.39,0.05,4,0.01,0.04,0.02,2,0,0,2,0.2,1.07,0.07,18,0.23,3,0.05,0.13,2,0,16,2,1.89,1,0.06,1,17,0.03,0.77,9.95,2.44,63,0.45,0,0.08,0.01,0.05,0.01,0,0.01,0.06,0,0.01,0.34,0.52,0.01,0,0.33,0,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.01
"Otu115",0,0.09,0.06,0.79,0.01,3,34,0.01,0.01,0,0,65,0,0.35,1,4,49,0,0,0.02,36.36,0,0.07,3.28,0,0,361,0.16,13,1.06,7.73,0,0,0,0.35,8.09,0.09,0,0.02,1.45,0,1.09,5.82,0,0,0,2,0,20.87,0.01,0.09,0.01,0,0,0,0.02,0,0.46,0,0,14,0,0,14,0.05,0,0,0,0,0,0,99
"Otu194",0.04,0.01,0.03,0.03,4,0,0,0.01,0.01,0.08,5,0.01,0.14,0.11,0.08,0,2,0.07,13,0.01,0,0.01,5,1,0.02,0.03,0,0.01,0.07,0.19,0.02,0.01,5,0.01,8,0.01,0.03,0.63,0,0,3.91,0.63,0,0.45,0.06,2,0.07,0,0.1,6,34,0.34,5,0.21,85,1.82,0,4,0,10,0,0.14,2,0.02,0.11,0,0.04,0.68,0.13,0.37,0.5,0.01
"Otu285",5,0.03,0,0.08,91,0.11,0.17,0.04,0.01,0,0,0.22,0.2,3,2,17,0.01,0.12,0.01,0,0.01,0,4,0,0,0.04,0.18,0.11,0.23,4.81,0,0.23,0.01,0.62,0.01,0.01,0.01,5,0,0.44,0,1.43,0.13,0,0.01,0,0.02,0.06,2,0.01,0.98,0.03,0,27.2,0.01,0,0,0.01,0,6.22,43,0.49,33,0.01,10.12,0,0.04,0,0.01,0,0.05,5
"Otu17",160,59.39,22,25,141,301,2,229.97,26,25,339,89,564,22.17,0.12,3.01,75,98,0.48,125,9,350,192.35,14,1309.59,66,981.95,187,1,0.01,12,0.02,18.07,0.2,77,9,40,24,144,34,0.01,3.15,3,461,539.96,0.87,39,0,496.1,47,550.05,29,180,217,44.55,64,24,188,118,8,1.42,137.8,44,204,4.24,55,62,0.01,184,3.26,293,0.6
"Otu658",0.01,0,0.06,0,0.08,0.01,0,2,0.29,0,0,1.08,0.1,0.01,0.03,0,0.02,4,6,0.02,0,0,0.01,0.03,0.02,0,0,0.01,0,1.27,6,1.33,0.08,1,0.03,0,0.02,0.02,0,0.01,0.01,0.01,0,0.01,0,0.08,0,0,11,3,0.55,0.01,0,0.09,0,0,8,0,0,0,0.02,0,0,0,0.41,0.01,0,0,0,0,0,0
"Otu118",195,66,329,249.58,252.28,9,149.06,48,116,24,67,24,39,31,306.98,25,71,14,13,233.05,46,1,43,50,2.25,135,19,73,15,2.76,137.19,72,100,18,31,9,76,118,75.61,23,85.95,7.28,202.85,0.04,0.79,31,14,14,394.76,22,15.12,0.27,91,71,0,25,0.3,0.18,0,32,4,0.03,0.12,2,0.01,0,0,0.01,0,0,0,8.86
"Otu141",0.18,3,3.66,7,23,0.39,0.01,24.41,0.24,63,0.09,1.45,0.06,47,15,0.11,44,0.12,5.92,6,0.01,0.91,44,0.01,1,4,0,0.27,10.23,0.01,11,0.23,1.87,0.05,41,2,12,8.58,0.91,24,0.07,0.72,0.05,1,2,20,44,4,0.13,16,35.31,89.01,84.21,0.3,1.34,0.02,7,19,0.04,111.03,0.01,2.5,67,0.17,0.02,0.19,1.17,0.04,3.76,0.02,0.54,0
"Otu794",0.02,0,0,0,0.01,0,0,0,0,0.01,1,0,1,0,0,0,0,0.01,0.01,0,0,1,2,0,0.24,0.04,0.01,2,0,0,0,0,0.01,0,0,0,0,0,0.09,0.01,0.01,0,0,6,0.54,3,0,0,0,0.01,0,0,0.1,0,0.22,0,0,1,0,0,0,0,0.09,1,0.03,0,0,0,2,0.17,0.11,0
"Otu69",35,113,53,49,34.04,7,25,112.72,80,33,92,113,56,30,22,27,81,7,163.06,43,29,111,45,77,17,20,32,52,48,59.06,20,55,145,21.25,133.57,44,187,361.32,111,39,70,21.18,5,326.89,263,52,26,32,36,6,105,107.78,182,25,6,60,77,240,122,98.51,413.51,71,59.45,29,162,75,107,168,280.41,0.3,79,63
"Otu278",2,2.52,1.06,4,21.35,0.23,0.02,6,15,26,2,0.11,18,38,0.51,0.01,0.05,1,0.44,6,0.52,0.51,53,0.01,0.68,13.11,2,1.02,1,0,0.56,13,0.95,2,3,1,0.04,0,0,0.06,0,0.26,1,0.04,3,0,0.06,10.19,0.01,2.41,0,0.01,0.01,0,0,0.01,0.69,0.06,7,2.26,0.62,0,0,0,0,0,0.04,0.04,0.02,0,0,0
"Otu68",0.02,10.45,1,0.11,2.76,156,16,74,0,0.18,0,8.53,0,0.86,242.97,23,30,0,0,759.38,5.56,0,0,49,0,0,4.84,0.14,68,0,47,0,0,0.42,434,5.57,0,0,0.05,124,0,803,76,0,0,0,79,0,0.02,2.31,0.1,0,0,0,0,0.06,0,0,0,0,17.83,0,0,0.03,10,0,0.01,0,0,0,0,0
"Otu402",0.02,3,49.03,0.18,0.03,2,5,0.08,0.01,1,1.62,0.01,4,1,0.11,6.76,4,0.24,2,6,0.08,6,6,2.47,15,19,0,0,3,5,0.06,0.38,0.04,0.99,1.21,1,0.03,1,0.05,0.04,2,1,4.93,0,0.02,0,0.54,0.19,0.01,6,0.04,0.26,0,0,0.04,0.54,0.18,0,0,0.38,0.46,0.03,0,0,0,0.03,0,0,0,0,0,0
"Otu176",4,115,0.12,0,0,0.07,47,2.48,0,0,0.03,0.04,0.03,22,13,15,43,0,11,0.29,0,0,0,22,0.01,0.01,2.67,189,0.3,0.05,0,19,0,15.07,0.15,324.71,0.01,0,37,50,0.04,0,0.01,0.19,0.04,0.07,55,11.57,0,0.04,0.07,0.01,0.01,0.3,0.53,103,0,89,0,20,0,0.04,0.04,56,0,0,0,0,0.22,0,0.05,0
"Otu261",0.23,0,1,0,0.34,0,0,0,1,1,3,0.01,6,0.04,0,0,2,3,0.05,0,0,2,0.23,0,32,0.16,0.01,2,0.05,0.07,0,0,2,0,0.01,0,1,0.29,0.93,0,1,1.38,0,2,1,0.2,0.04,0,0.07,0.03,1,1.19,18.23,0.06,18.8,0.04,1,6,22,0.03,0.08,1.28,1,0.07,1,6,24.04,0.03,3,0.11,2,1
"Otu223",2,15.59,18,0.01,0.87,1.23,0.18,2,4,3,22,0.15,1,4,3,0.01,64.04,0.06,2,3,0,12.06,0.12,5,13,1.07,0.34,3,0,0.44,4,0.62,0.38,3.41,6,0.08,0.1,0,16,2.37,0.62,0.01,0,81,2,22,3,0.15,0,19.46,0,3,18,0.17,0.04,14,1.42,263.31,0.09,4,0,18,0.09,5,0,0.19,0.18,7,0.02,1,0.02,0
"Otu581",0,0,0,0,0.01,0,0,0,0.04,0,0.01,0.05,0.02,0,0,0,0,2,0.02,0,0,0,0.02,0,0.01,10,0,0,0,0.01,0,0.01,4.04,0,0,0,3,5,0,0,0,0,0,0.05,0.13,1,0,0,1,0,0.01,0,0.27,0.08,0.7,0,0,3,3,0,0.01,0,0.01,0,0.09,0,0.01,0,0.04,3,0.02,0
"Otu260",0.21,0.12,3,0.01,7,0.02,0.01,0.05,0.52,0.34,1,0.63,24,0.18,3,0.01,3,6,0.05,0.06,0,0.15,0.19,0,3,0.05,0.02,3,0,6,1,0.01,0.05,0,3,0.01,0,0.5,73,0.27,0,0.01,0,0,0,0,4,0,1,0.03,0.01,0,0,48,0,0,0,0,0,0,0.01,0.01,0.07,0,0.17,0.01,0,0,0,0,0,0
"Otu784",2,3,5,0,0.22,0.04,0.07,49,0,0,0,0.01,0.01,2,3,0.07,14,0,1,3,0,0,0,0.2,0,0.03,0,4.51,0.1,0.02,0.09,0.13,0.02,0.9,0.41,0.31,0.05,7,0,2,0,0,0,0,0,0,1,0.01,0,4.29,0.02,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0
"Otu897",0.01,0.27,1,0,0.01,0.04,1,0.01,0,3,0,0,0,0.01,0.02,0.01,0.1,0.01,7,0.02,0,0,0,1,0,0,0,0,4,0.04,0,3,0,0.04,5,0.13,0.01,0,0,0,2,0.1,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0.04,0.21,0.35,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0
"Otu608",2,0.31,4,2,0.08,0.12,0.01,5,0.01,0.02,0.01,0.04,0.01,0.38,0.04,0,7,0.01,9,0.6,0.05,0,0.02,0.26,0,0,1.21,3,0.05,0.04,0.02,0.41,0.01,2,0,6,0.07,0,0.11,3,0.01,0.01,3,0,0,0.01,0.05,0,0,0.48,0.02,0,0,0,0,0,0,0,0,0.03,0.09,0,0,0.01,0,0,0,0,0,0,0,0
"Otu448",0.32,10,3,0.06,1.43,1,1,2,0,2,0.18,0,20,0,3.77,0.91,0,0.01,0.02,1,0.03,0,0.15,0.66,0.39,0.01,0.02,3,0.14,0,1.81,3,0,0,4,1,0,0,0.11,0.08,1,0,0.22,0,0,0,0,0.02,0,3.91,0,0,0,0,0.03,0.03,0.73,0,0.12,0.01,0.01,0,0,0,0,2,0.03,0,0.04,0,0,0
"Otu605",0.01,0.1,0.03,1.96,11,19,0.04,0.09,0,0.04,0,11,0.01,0,61,0.6,0.01,0.01,0,0.39,4,0,0,4.36,0,0.01,0.06,0.1,0.01,0,7,0,0,0,41,0.03,0.04,0.02,0,0.2,0,0,0.1,0,0,0,0,0,0.26,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
"Otu24",3.57,18.43,29,0.22,239,0.78,2,16,0.14,5.23,18,431,267,0.99,78,5.51,50,0.24,0.01,7,0.05,0.04,1,0.91,34.32,0.2,3,67,0.24,0.01,182,0,0,0.04,34,12.55,0.22,0.04,909,7,0,5,0.17,0,0,0,68,0,11.56,56,804,0.05,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,6.01
"Otu342",0.01,0,0.08,0.21,1,0.01,0,0,97,0.01,0.16,0.06,3,0.01,0.01,0,0,33,0.01,0,16,0.35,81,0,0.28,81,0.09,0,0.07,5,0,0,1,0,0,0,0,0.92,0,0,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
"Otu678",0.11,0.04,0.55,2,11,1.24,3,1,7,0.02,0,28.61,1.93,0.01,6,4,0,10,0.05,0.04,1,4,5,0,0.01,0.12,4,0.29,7.69,1,0.09,5,2,0.15,0.02,2.87,0.01,1.14,0,0.23,0.03,1,5,0,0.02,0.01,0,0.02,3,0.04,3,0,0,0.06,0,0,0,0,0,0,1,0,0,0,11,0,0.01,0,0,0,0,2.87
"Otu800",0.3,0,0.01,2,0.13,0.18,0,0,0.01,0.84,5,0.03,3,0.01,0,0,2,0.01,0,0,0.01,0.14,1.71,0,0.09,3.11,0,0.01,0.1,0.01,5,0,5,0,0.02,0,0.33,35,0,0.08,0.02,0.19,0.01,2.29,1,0.03,0.02,0,0.33,0.02,0.01,0.07,2,0.21,0.05,0,0,0.1,0.05,0.03,1,0.15,1,0,0.17,0,0.1,0.08,7,0,0.26,0.14
"Otu454",0,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0.02,0,0.01,0.01,0,1,0,1,0.01,0,0.02,0,0,0,0,0,0.3,0,0,0.01,4,2,0,0,0,0.01,0,1,8,0,0,0,0,0,2,1,13.78,0,3,0,0.01,53,0.16,0,0,0.24,0.02,0.02,0.01,0.01,0.61,2,3.34,1,0.38,0
"Otu171",0.02,3.32,0.05,0.1,0.62,0.02,6,0.08,15.51,0,0,2,0.72,0.14,38,31,0.59,1,52,0.02,0.06,0,0.01,3.25,0.01,0,6,2.02,23,5,0.28,91,0.55,69,2.15,16,4,8,0,15,0.22,26,128.12,0,0.13,0.05,0.01,0.31,110,0.03,250,0.09,0.08,141.47,0.01,20,0,0.48,0,36,383.45,1.97,2,2,255,0,0.2,0,0,0,0.02,2
"Otu409",0,0,0.06,0,0,0,0,0,10,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,119,0,0.01,0,0,0.01,0,0.01,0,2,0,0,0,0,0.02,0,0,0.13,0,0.12,0.06,0,0,0,0,0,0,0.02,0.01,0,9,0,0,31,2.9,0,0,0.04,0.02,0.02,0,9,20,0.07,28.66,0.1,2,0
"Otu239",0.03,1,1.6,0.18,0,0.65,16,0,0,0,0,0.59,0,0.03,4.54,6,31,0,0,1,0.42,0,0,3,0,0,4,0.02,6.7,0,0.01,0.01,0.01,0,0.01,426,0,0,0,0.16,0,0,20,0.02,1,0,0.08,0,0,0.02,0,0.01,0.01,0,0,0,0,0.04,0.03,0.24,0.36,0,0,0,0,0,0.01,0.03,0.01,0,0,0
"Otu277",0,0,4.48,0.01,2.28,0.01,0.01,1,0.49,0.05,1.46,3,36,0.11,0.48,0.02,1,5,0.01,0.02,0.02,0.04,0.41,0.03,2,0.01,2,1,0.13,4,5,0.01,0.05,0.05,0.05,0.01,0.02,0.01,76,0.01,0,1,0.07,0,0,0,3,0,3,18,79,0.22,0,0.04,0,0,0,0,0,0,0.04,0.02,0,0,1.84,0.01,0,0,0,0,0,0.55
